Timestamp,Generated Dataset 1,Generated Dataset 2,Generated Dataset 3,Generated Dataset 4,Generated Dataset 5,Generated Dataset 6,Generated Dataset 7,Generated Dataset 8,Generated Dataset 9,Generated Dataset 10,Generated Dataset 11,Generated Dataset 12,Generated Dataset 13,Generated Dataset 14,Generated Dataset 15,Generated Dataset 16,Generated Dataset 17,Generated Dataset 18,Generated Dataset 19,Generated Dataset 20,Generated Dataset 21,Generated Dataset 22,Generated Dataset 23,Generated Dataset 24,Generated Dataset 25,Generated Dataset 26,Generated Dataset 27,Generated Dataset 28,Generated Dataset 29,Generated Dataset 30,Generated Dataset 31,Generated Dataset 32,Generated Dataset 33,Generated Dataset 34,Generated Dataset 35,Generated Dataset 36,Generated Dataset 37,Generated Dataset 38,Generated Dataset 39,Generated Dataset 40,Generated Dataset 41,Generated Dataset 42,Generated Dataset 43,Generated Dataset 44,Generated Dataset 45,Generated Dataset 46,Generated Dataset 47,Generated Dataset 48,Generated Dataset 49,Generated Dataset 50,Generated Dataset 51,Generated Dataset 52,Generated Dataset 53,Generated Dataset 54,Generated Dataset 55,Generated Dataset 56,Generated Dataset 57,Generated Dataset 58,Generated Dataset 59,Generated Dataset 60,Generated Dataset 61,Generated Dataset 62,Generated Dataset 63,Generated Dataset 64,Generated Dataset 65,Generated Dataset 66,Generated Dataset 67,Generated Dataset 68,Generated Dataset 69,Generated Dataset 70,Generated Dataset 71,Generated Dataset 72,Generated Dataset 73,Generated Dataset 74,Generated Dataset 75,Generated Dataset 76,Generated Dataset 77,Generated Dataset 78,Generated Dataset 79,Generated Dataset 80,Generated Dataset 81,Generated Dataset 82,Generated Dataset 83,Generated Dataset 84,Generated Dataset 85,Generated Dataset 86,Generated Dataset 87,Generated Dataset 88,Generated Dataset 89,Generated Dataset 90,Generated Dataset 91,Generated Dataset 92,Generated Dataset 93,Generated Dataset 94,Generated Dataset 95,Generated Dataset 96,Generated Dataset 97,Generated Dataset 98,Generated Dataset 99,Generated Dataset 100
2021-01-09,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375,32928.05859375
2021-01-10,32867.00798751976,33039.020822923434,33553.27901705991,32708.328378375376,32552.893933681033,33299.20861360931,34049.781046799915,32750.212301218417,33390.649378809656,30853.40900282472,31249.813250776362,33895.594459837565,32314.399812637836,33001.37163464485,32732.76829726157,33168.74995404628,35607.68677758818,31356.48027123064,33125.281709835435,35334.03996049936,32868.580417838115,32792.30329197127,33194.08061265974,33444.824085626155,32823.17321557295,32277.765417669452,31240.106743391443,32129.41554877872,32004.565711369374,33176.83747318115,32959.21234707454,32870.54485953327,33261.5505376023,32657.283010863823,33426.216892551245,32013.315117533024,32819.49048436384,32988.28895541352,33000.00775511075,32071.111350636354,34056.371456941066,32794.91467937767,32644.7850421651,33563.55550163134,32870.78115881322,33390.649378809656,32123.863255502652,33208.26343205195,32129.41554877872,32628.392788907902,32956.73060458702,33310.56459688369,32129.41554877872,32818.591847631964,33993.9257185836,33672.413323636356,31525.202679817376,33194.710397298826,33519.20778382791,32307.785546032334,32907.12174815478,33070.73677826845,32809.91799153048,32679.35262669245,30582.317993392156,32277.765417669452,33748.302170745,30920.79367789662,34062.38876694825,33250.5025644004,34114.977002857726,32693.390307663434,32174.018459934894,32300.048109820364,33116.02458652987,32635.180951161692,32228.927283619836,32703.24439430791,31472.685546875,32327.78869626086,32750.404442619234,34440.75173066236,31259.146733005437,32381.14843658089,31677.622099077023,33977.451429889195,34220.09771429137,32259.662313468456,34728.61481275143,32893.56036734026,33642.8666690601,32563.18392706664,32959.21234707454,33625.713041567054,33132.78799112581,34380.95456913626,32673.860064152082,33564.87728354376,32927.83669256609,32768.00328812344
2021-01-11,33622.27697095727,32747.226396971815,33489.105170560135,32818.55015227886,32810.953560337024,33424.50133640947,34456.960454938104,32555.801122498116,33302.389084494935,29489.732497601162,30583.473270219278,33997.67723280819,30886.149605315193,33232.23517552045,32528.672503005873,33058.48304839393,35082.9628515284,31720.730167918005,33268.81446754617,35233.82349405133,31193.366500827487,32907.44747120824,32756.131648477134,33289.74059651658,28425.53839455408,33322.58283148184,32024.720796068064,32834.73639579227,34481.87975596171,33562.2333950923,32990.39557545433,30712.067193327384,33685.82981591036,32012.3373566634,33339.77486594814,31903.370275404883,32628.2998052759,32238.682959750055,32506.51395613051,35178.442695726764,33776.31747787071,32129.172366314317,31742.44379181034,33838.770469608935,34673.48426057825,32561.698161696633,33599.07065770324,33407.16483934896,31668.295875054584,34854.970845232056,32483.737348910476,33196.62441726929,35278.95556728657,32454.930178137274,34414.65901757473,35513.67198897923,32402.466710977267,32689.41697919293,33366.94187369602,33669.0781928829,31410.16994380272,32934.39324502927,33420.020931378385,30989.849989665767,30988.75405774182,35140.86128958596,34012.789508345486,31230.3188620841,34282.408598086855,33427.27769133484,34229.121666986655,31611.7628590049,33617.51654837699,32431.946006948117,33935.16481939447,33192.0062299396,30804.454839709113,32496.079262371575,32184.140863390046,31836.855793498373,32467.879650186234,35371.113775700804,31166.440805050534,32036.76676440249,29692.379270044297,33344.23579798671,34848.45820573792,32204.871192536273,36633.2054380997,33599.779507775376,33504.164367363315,33082.881582291026,31761.80907767794,33632.88303793442,33731.129716607844,35015.20656597867,31925.64098087744,33455.20078892598,32496.942050978534,33378.65413415065
2021-01-12,34120.68443721046,32469.297877775305,33496.469497764556,32790.66625263001,33721.62445695247,31698.423705917776,34925.45607140571,32309.906819970332,33288.494866229514,32538.581087697465,30318.917149764857,34027.39318751629,30882.193566637925,33379.551435669586,32587.311623918384,31412.386693536544,35347.025415872224,31462.64135952191,35387.86507207736,34079.65107440039,31303.079708686273,33097.882943373275,31255.93752973773,33045.68839195732,28367.319099744538,28715.41363352171,31869.088726282145,32947.07529037738,34153.40534573961,33434.908648220335,33221.18233249446,30834.97544643261,31811.660938009976,30989.104687937794,32516.506719583118,28210.65264516725,33334.685574015515,33282.23529117275,32120.834298799764,35781.13685579482,33889.32902742271,33988.55531566862,31670.026372305143,33054.414075366054,33140.96589814833,31648.48014111583,33657.892581546934,33677.05750281442,31737.492403099113,34744.14501709853,29454.315831795193,32279.02966069345,35506.833591337316,31222.460641214468,33673.82650565229,35292.236666867066,32270.939217663603,31874.510605844065,33165.34237754643,34852.95272452036,32612.316152614534,33268.57222359268,33356.80740696828,31831.05000886642,31154.26308461176,32818.4759426633,33850.154739444035,32799.73850994461,33288.246400776436,33246.93014287677,34525.84801519442,31803.650393414777,34682.22625227221,33334.442336040076,32870.85878354383,33153.59938513602,30544.881014187275,32318.97820651206,33694.770205448636,31562.211824122765,32526.604452608597,34872.15718219459,30185.637192417278,32610.324422385955,29727.00541396343,36789.02811701359,34173.318751302955,31405.357925538745,35294.87025334506,33153.48520083575,33631.236216084195,33478.49846228412,32013.76148416801,31781.027498785566,35056.16626586081,34482.20136124439,32733.392239433913,33386.68007453852,32282.01918594488,33652.844344811245
2021-01-13,33468.65738785388,30364.375626891386,33628.984305951846,30471.99347507819,34574.81592809591,31963.692807451655,34173.627807229,32769.65664917417,33415.17505531741,32358.809382269024,30602.40848300734,31894.8897406063,31825.3812888194,34898.706961896794,32200.673327440185,31280.536046594316,35831.28291924156,31184.769220888382,35668.39863284949,33854.26075192736,30783.159222192597,32547.75325084919,31040.28141088698,32652.686659339044,28214.105617188736,27998.56549173991,32315.55343593201,33205.28336796264,34492.70643173934,34261.27999188836,33605.82612781592,31513.73970440224,32048.466044417935,31381.335492517916,32791.22268537526,30424.09832304528,33535.85651822341,33746.815610623154,33662.159287189046,34948.542146141,33664.60870608822,34332.52842035849,31615.250064050935,33917.61370695037,33083.64546075625,31207.926024896915,32644.267665890093,33469.89184625283,32511.860718168686,34552.18783904757,30199.540045063237,32496.383022388458,36596.77566576221,31053.82637895015,32016.124592167984,35613.2399443599,35434.352331934504,31966.111049851203,35036.441410022875,35552.93105313821,35097.06364233861,32496.917917767914,31656.710010462833,31672.540660000002,30538.21329143278,32819.253429123586,33821.733736285176,31402.349501627763,33253.71001673106,34386.16945864205,34999.74607343821,32055.9347085869,35104.133905801325,33324.440079021544,35272.660685016,32209.80998449975,29798.889541626188,32981.94306801703,31832.43056626723,32531.067088012453,28029.48696006196,34828.774852756294,30131.112670911363,32560.733886871705,28727.33981078318,40353.47273427631,33654.35945194496,32369.398294764156,34758.87896520279,32879.50678933822,33340.550386052266,34096.10215499982,32455.96726447368,32454.379531599683,35475.38038685935,35331.54412732061,32690.386679457715,33592.401159603665,31601.524952577653,34150.82132459829
2021-01-14,34353.57492846688,32145.120852457476,33579.95428684756,30326.28929472657,34598.152894273364,32452.01255102567,32291.998394839648,32069.19275923341,33178.8342556887,31979.105583678644,30283.8842508815,32511.258616661733,32370.629172889057,34556.92265412028,32211.06006602841,31664.420346804618,34067.37330689459,33312.83367346441,35631.02939383998,34394.5635666502,30557.101942658115,34620.876002777266,30987.561336013696,32850.12021659128,29043.129868238695,28023.037872554247,33283.4810794855,31151.779407323145,34897.434801756426,34809.31245227393,33315.35992552982,31815.837388168417,32734.196397802174,30728.56722985031,36005.63746197139,31229.365267029803,33795.0213955714,33641.478102433146,34592.17552824593,34981.607510683316,34038.18160209497,34578.351430358525,31828.133814104225,33907.43646485547,34107.17292994264,31177.105827025975,32540.47105065409,34070.76843302685,32151.597925601578,37226.70062503602,29507.981957850152,32747.514855436293,35914.74539410964,31316.184878244203,32910.648011122554,36612.59582663772,36828.44376197916,30770.625469545423,35137.128558737866,35727.5199522084,35727.15243689084,31708.731836158047,30459.0754338023,32076.550770058337,30210.05193968691,32721.781985922422,34076.30327702647,32002.803480887902,33985.71740371456,34495.25170504634,35099.16145071616,31380.206260848194,34838.99201940972,33694.97897341975,34967.787483722415,32308.96405886383,29876.740505264806,32229.582553351334,33148.80447159101,34283.51196432769,27213.865237361828,33737.13625483781,29879.81733778911,32254.881963317697,28706.913538996345,44374.99454000997,33341.914226682726,35542.463025730125,34880.928415465874,33083.50360475517,33063.42941179792,33472.43926823104,31654.474887996934,32068.41004487917,35259.06511993452,35377.96033685117,32694.476958730873,34128.52478176249,31091.388441023133,34550.149662542055
2021-01-15,33092.81440047747,32884.86067819515,33317.51788135377,27498.070597570128,34606.53891550679,32066.979535880953,31755.26354752827,32021.540878856093,33891.17817793424,32383.866884114705,30567.048015591023,31895.47731486651,30064.598925348542,34271.346319757096,32007.60605013361,33216.29694678737,37618.880850471156,34219.29785582914,35314.43802296247,34384.24321206422,30164.416724544993,33393.440460694765,31434.90971476823,32537.18994886118,29570.1519474907,26635.800211683643,33427.699319420746,30565.986521923685,35015.03351007421,30145.575539012378,32456.249179159386,30857.68692134998,29304.054839409622,31900.729059264082,35587.34324069599,31759.28675247148,33744.15485861567,33739.16015191688,33589.03033981748,36269.6943611561,34323.03102978904,35982.99932924698,32309.651694962893,33680.27768878813,34098.252869954944,34131.402643358124,33234.543118159236,35411.212470004844,32458.3675701329,37157.68007726703,29615.655336915996,33492.85131668514,34087.71035682106,31697.144796542365,32800.28518015476,37273.32557401877,36986.20719336851,30576.45628775813,35063.98610735298,36299.00591734219,35808.53155184345,31715.49307544532,30184.44251734287,32962.759908299595,27016.92362532834,32555.446258964595,37066.5602390386,33571.26427416588,33751.226664005655,32567.000346313034,36082.4635108333,33422.714565557006,34817.24953184306,33164.06562505519,34458.57339139294,31681.944872069616,25799.691137861733,31922.563527827173,33170.28650558499,35545.89365835906,27179.33222197788,33825.276068376086,31313.60665604983,30614.02947156499,28463.275501567525,44374.69549827338,28874.778705089775,35731.423279812516,36485.87187999983,32364.348945641996,33147.01951238872,33414.545516270664,31747.00244053447,31150.524039101347,35641.05030408799,34039.54366193029,32964.06442778229,34400.16257969402,30658.589169286257,33748.769561983245
2021-01-16,32964.01776334581,32405.978950564448,33575.840427405376,27771.253465345762,35291.5242837635,31716.485783431664,27421.866564836884,33397.99550796278,30308.963858574996,32356.352308051824,30907.539445044105,33498.323222297,30247.09497235921,31839.83033487196,33859.95370044737,33830.1375332874,37194.50547390561,34181.67672075824,35547.18659942074,32093.29263413461,28879.302077658765,34217.182405887936,31866.14284370574,31532.412582337824,28971.018436615264,26710.663181167223,33247.15443928779,31170.99511827505,33281.667791384774,30111.847678307466,31970.886938431056,31057.00656132635,29733.922422015356,32044.975755662017,36152.7947069024,31122.205076021623,32603.070813701084,33349.07184681851,33468.51827679931,37043.999473453754,35788.60406820864,36114.142718622985,28655.85274992412,36871.77139898737,33730.46683564695,33945.38920471218,32974.8061941702,35583.53024453257,31656.81591867996,36762.49878762435,29622.83368297557,33239.87946435091,35361.05523858278,30816.596180692737,33220.097361833796,36478.546199211705,37828.01668353034,31468.104254192334,34889.34409677866,36569.21469315901,35504.928467812904,32253.66351401644,28812.074415418076,31794.110591819754,27514.763708638526,31751.497272427387,37413.68384866763,33510.62427146429,33289.311503515186,33392.16716811501,36174.89253602599,32751.434927541603,34797.16722040148,33566.63636037408,34457.71476093375,31581.20808497206,25805.252425518134,32059.994485222378,33267.24484838456,34876.30787848246,28155.386120965417,33775.01480919687,29377.089067040288,30730.139853519082,28946.835067081967,44007.98567848656,28344.647332452296,36233.39721487605,35271.89548805289,32506.432872243997,32870.57133069189,33364.25165213999,31472.381447440686,31355.772123989325,36001.74709198157,35823.499596314476,33037.45763426526,34570.272759832165,31709.13639266741,34759.62543544751
2021-01-17,36168.92505850916,32316.99113542057,34272.40153372395,28670.19702133639,34264.58669214612,33326.27495086754,26032.028223061778,34495.950144839255,29690.15195093416,32898.73241309127,30158.76497228223,35335.44205695455,30161.30639619196,33029.20575987636,31795.26247100182,33889.3639861223,39143.80771560599,34310.9632671486,35703.24361945172,33186.578071462005,28840.25919277233,34368.86487076738,32769.74161600158,31646.659866209728,28294.645499673334,26905.907788048215,33340.599377619794,30758.073861899134,34233.4638058834,29858.110108983125,30257.30405355621,31455.891399851564,28209.70777001079,32934.386871061775,36944.19654427868,31015.75027168937,36373.604469700455,33244.97585834582,33856.02579429009,37592.156972059594,35711.469212380005,35820.3078664252,29080.639297686823,35980.70207982546,33609.447321126725,35777.02624648508,33136.83303649393,35741.269637349265,31763.49426574584,37120.26342947799,29475.230954071732,33967.51620434631,39450.54882188963,32506.643437323888,33004.448058341746,35437.12171865222,37858.12414678701,32267.874739308205,35175.430286839415,35787.34119251762,35385.86595595678,32347.31587809554,28698.017127800802,32055.284509914254,27791.93079252333,31870.966524456948,35506.81950974081,32794.32191642802,33627.09176965089,33754.60884073932,36144.51965463293,32544.76641738946,35421.87204959085,32883.41263312377,34605.32260865205,31491.635619327764,25985.774981189414,32139.76196661036,33486.439821992695,34086.4050401594,28379.48215601871,34766.76507496711,29276.603505016523,29433.23919546211,27967.976008847538,42965.6037087207,28154.755790436906,36388.61162231766,35210.28789534759,32120.754176948292,32022.930448748633,33496.29868185863,30602.446847159365,30951.092644853965,36126.10034721388,36000.85963174166,30944.91399388167,33856.279101709726,32337.56979125435,34198.5083979251
2021-01-18,36280.26679839046,31968.41790922645,34098.18349064319,29315.09299445139,33531.98763116518,33846.92391182836,26010.982154181856,34869.6679908401,29716.2767933985,32649.233684656818,29958.782041072864,36374.02320595049,30658.57861038544,33729.00323626375,31076.889742236053,33232.80562197145,38783.674694390844,36192.64899914865,35997.64034879667,32362.6930977959,28179.79870920764,34498.18231819312,32562.155244339316,31206.131088635793,28480.63932740804,28657.188185825067,33027.42196314511,30784.856364869458,34426.15101489361,31969.295508429143,33272.668030662804,31494.110407215405,28729.527252833475,32829.48133549351,36159.79425532593,30917.840359476064,37043.781176402015,33620.35288143838,32359.63792571812,35642.800323104326,35229.99286471214,35471.79002094762,29014.294536416637,34673.5285390296,34472.49704952491,35552.81194604,33207.185535641256,36176.06050392051,32710.34448444111,37229.32521961858,28775.619896583587,32882.658303695694,38462.16750990895,33327.73632596313,32713.81346741092,35407.012980110696,38337.29650892913,34765.57022443823,35504.6503693916,36243.83907215075,35151.22209027602,34659.48341046664,27838.217677078206,31960.176523441132,26932.05515772829,31697.27228346338,35952.38569939437,31694.402973083073,33653.85570069051,33163.833592768446,35757.54429177476,32054.85618793064,34508.4401970644,32459.01733378478,34533.28717973729,31219.443060593054,26722.629594730963,29998.35650371241,33308.89880337566,34223.088751778654,28768.283675074315,34728.54204741189,29201.80749979155,29080.04758364659,27574.01336800764,43112.60377498096,27952.279661696313,35243.4670111276,35703.560580265,29125.184338280036,31642.09204706063,33036.69787700734,30456.11889397618,29775.411582295128,35488.54618338668,36008.53607959758,32219.240591306512,33826.88064838291,31725.078252315674,33931.23782511446
