Timestamp,Generated Dataset 1,Generated Dataset 2,Generated Dataset 3,Generated Dataset 4,Generated Dataset 5,Generated Dataset 6,Generated Dataset 7,Generated Dataset 8,Generated Dataset 9,Generated Dataset 10,Generated Dataset 11,Generated Dataset 12,Generated Dataset 13,Generated Dataset 14,Generated Dataset 15,Generated Dataset 16,Generated Dataset 17,Generated Dataset 18,Generated Dataset 19,Generated Dataset 20,Generated Dataset 21,Generated Dataset 22,Generated Dataset 23,Generated Dataset 24,Generated Dataset 25,Generated Dataset 26,Generated Dataset 27,Generated Dataset 28,Generated Dataset 29,Generated Dataset 30,Generated Dataset 31,Generated Dataset 32,Generated Dataset 33,Generated Dataset 34,Generated Dataset 35,Generated Dataset 36,Generated Dataset 37,Generated Dataset 38,Generated Dataset 39,Generated Dataset 40,Generated Dataset 41,Generated Dataset 42,Generated Dataset 43,Generated Dataset 44,Generated Dataset 45,Generated Dataset 46,Generated Dataset 47,Generated Dataset 48,Generated Dataset 49,Generated Dataset 50,Generated Dataset 51,Generated Dataset 52,Generated Dataset 53,Generated Dataset 54,Generated Dataset 55,Generated Dataset 56,Generated Dataset 57,Generated Dataset 58,Generated Dataset 59,Generated Dataset 60,Generated Dataset 61,Generated Dataset 62,Generated Dataset 63,Generated Dataset 64,Generated Dataset 65,Generated Dataset 66,Generated Dataset 67,Generated Dataset 68,Generated Dataset 69,Generated Dataset 70,Generated Dataset 71,Generated Dataset 72,Generated Dataset 73,Generated Dataset 74,Generated Dataset 75,Generated Dataset 76,Generated Dataset 77,Generated Dataset 78,Generated Dataset 79,Generated Dataset 80,Generated Dataset 81,Generated Dataset 82,Generated Dataset 83,Generated Dataset 84,Generated Dataset 85,Generated Dataset 86,Generated Dataset 87,Generated Dataset 88,Generated Dataset 89,Generated Dataset 90,Generated Dataset 91,Generated Dataset 92,Generated Dataset 93,Generated Dataset 94,Generated Dataset 95,Generated Dataset 96,Generated Dataset 97,Generated Dataset 98,Generated Dataset 99,Generated Dataset 100
2020-02-29,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625,7798.02587890625
2020-03-01,7415.382604439009,4933.39898231886,8011.981694484405,7774.634661554082,7703.116403960626,7766.35777645768,8343.954768543046,7900.5794428020445,7706.720032113969,7736.164134997392,7658.731671675299,7416.00900406601,7791.460659230178,7791.460659230178,7766.114854996351,7286.8151053913025,7438.183298665596,8010.9398614431175,7728.113390639705,7803.442892181307,8010.9398614431175,8569.245738700993,7416.00900406601,7863.008507259968,8158.817634757116,7733.683232266403,7750.297801092889,7746.205875046129,7862.211601909387,7873.806887904456,8164.613037816766,7463.091240107156,7878.704249030454,7837.764262067481,7746.132623220819,7962.160533094349,7902.920121486086,7619.691343436011,7746.132623220819,7203.665751213003,7856.346417803488,7613.147383084314,7925.543290650267,7595.8537099308805,7707.972269253894,7891.129050448854,7034.151359038434,8013.887371650066,7766.035587732595,7613.147383084314,7766.704673124076,7746.205875046129,7710.276844684387,7889.228315549643,7772.998452212334,7919.969492844286,7912.331264364758,7595.8537099308805,7906.51013931694,7457.328957822091,7324.367945717908,7876.08270646112,7750.128344563782,7780.056738402247,7766.035587732595,8014.12667764961,8354.038699090614,7710.276844684387,7890.7524913945135,7791.233621968489,7672.2041783624845,7927.588535999283,7732.744794157224,7619.691343436011,7246.82854250078,8390.845559602789,7919.969492844286,7916.593315348393,7492.707709734935,7890.7524913945135,7759.458070881767,7715.123387624399,8011.981694484405,7501.437265761896,7774.634661554082,7927.588535999283,7902.920121486086,7757.556269349102,7766.35777645768,7733.683232266403,7522.645393339153,7710.276844684387,8000.080763963675,7823.502525625427,7873.806887904456,7788.782508692257,7629.076653317399,7803.442892181307,7922.6467201542,7613.147383084314
2020-03-02,7322.1074876732155,5057.723191197162,7957.886864520712,7852.457347257219,7795.086420360621,7771.752791019983,7985.571823941954,7992.981302871188,8256.222586474309,7729.5546216754965,7623.032618454866,7368.59032861253,7759.819218407581,7909.928272809617,7950.727094839124,7198.127557232571,7654.610069173356,8276.517267970126,7721.510755597686,7766.446005584857,8009.482681981077,8266.63029613744,7421.160643704913,8460.76828197385,8610.007841079729,7702.035510859885,7727.012882920452,9411.67105083967,8076.878084132562,7834.864278942873,7780.495253418003,7502.148163825056,7475.273681780324,8139.637701048253,7532.0492253704615,8025.38824883225,8119.753938954607,7800.822876008868,7722.860218867647,7431.1623243558115,7824.441473258043,7443.810725839,9629.566726477626,7802.895979196129,7637.332164419241,7912.008645206852,7025.18401118045,8034.388156871419,7689.719147236159,7580.613522622658,7778.856085667848,8318.424036908738,7714.282209549292,7761.935057223125,7778.39807981764,8036.062357853624,7991.532268138056,7298.451241149317,7561.073524612631,7531.975470865249,7315.030621020633,7850.8047597561235,7873.983731693452,7688.961289422865,7217.099459940634,8004.627152901464,8681.243609883728,7543.228758128435,8019.7862173708645,7913.0755739000715,7129.900450067412,7920.815476234153,7638.629852799154,7425.7549615918315,6755.826142958611,8447.09450160751,8043.820031074596,8888.526012429757,7609.881212276662,7824.695146866111,7955.000432130906,7783.843518311382,8052.810386694496,7679.757720909608,7836.373229660512,7970.631164167677,7943.1930409091565,7453.822617501651,8340.064574714643,7726.071069801559,7761.953694504267,7923.709307593203,7924.424295561828,7860.1371403866215,8182.202428451741,8225.356021028234,7606.155930764171,8019.693808520289,7897.219328261745,7288.169763668429
2020-03-03,7862.997176785933,5125.756569331258,8941.718418238179,7875.297838647842,8522.41743528231,7740.537112560364,8048.985449325436,7624.14243768857,8028.041599820047,7821.840292570285,7744.856879174767,7274.241478790888,7672.500113197452,7564.342319339973,7932.406081996296,7191.8174039153655,7863.253876648249,8275.011780325893,8084.500919306731,7890.562166489226,8355.241453828934,8655.246666624489,7385.976194668414,8368.589212262028,8740.921302168006,7503.614317647196,7662.326282657785,9151.556408343939,8022.345090516338,7825.577242424752,8742.395926822792,7494.7638982761255,7668.965724869154,8132.784875676696,7646.572539562574,7847.636865935291,9123.597078416777,7249.427836059343,7589.7776382227585,7555.551978851569,7939.134065009705,7735.36448950233,9565.485178655537,7843.731218004464,7523.830899915994,7602.22767864753,7128.160890045023,8140.050173387436,8238.009508909103,7543.121001875943,7742.59710581308,7754.8166411248185,7726.351604428138,7758.582486751511,7305.932353848627,8118.98638364636,7984.704577041164,7316.849617321741,7392.895128554149,7543.759637389922,7436.568407467331,7466.202304483998,7855.839560053324,7353.029416623145,7222.112924141575,7966.6764320319,8746.169632634712,7547.147344197959,8285.656896885206,7524.786897288427,7238.309171913144,8293.175005014582,7717.659111752108,7671.932411218743,6787.4612178282405,8364.085329473659,8085.916108322834,8831.691921477046,7709.960444028594,7771.864827273787,8079.403424942528,8746.15813686372,7986.365475993399,7742.969976095743,7759.365584700202,7950.70641973617,7875.292915399637,7570.383665354791,8284.642576228536,7554.2226892609615,8018.334583007707,7870.210469974658,7949.229767723967,7836.522221987973,8634.685835623328,8132.7983585910515,7848.120845898921,8125.162576409547,8023.425387524732,7311.980678017999
2020-03-04,8146.9736960121445,5065.73989956361,10039.507347464978,7914.39999438864,8856.217281930947,7764.766970869838,8157.255445521131,7736.537474554174,8094.12058729527,8159.4987906944425,7675.421072715591,7418.698917419951,7694.817161865185,7624.410950702461,8049.183280771362,7277.33556913499,7460.614448689222,8502.054742464254,8126.38022685632,8654.865726368314,8394.366008450756,8627.468026898163,7376.560329921165,8579.481993683274,8293.340744786845,7486.323595347034,7726.178097063499,9657.645992509115,8089.68195802389,8104.514425280059,8764.76035158996,7595.578847422542,7662.413623564274,7643.233261619803,7725.68397354706,7731.010184200062,9081.069961444033,6939.976083486628,7232.703940183423,7846.555941587782,7982.2393793165065,7659.349452343106,9461.270349017752,7745.068076226601,7742.749735084716,8134.449010022784,7052.185199702553,8111.599256586348,8162.511850768911,7084.946181861205,7735.982096381541,7163.749891587031,8024.126906801587,7781.457345092194,7342.207515827894,8718.742127242576,7376.115928362727,7238.862783216409,7281.135532282659,7537.408486474032,7639.613308911516,7083.893978686279,7859.920542408693,7615.122965429464,7308.340083286464,7789.476347957241,8556.678265300392,7667.758876611609,8230.518619768829,7460.463397642019,7038.26072224301,8361.436311395764,7840.995605616931,7639.147340080828,6807.472890593958,8045.967320299064,8011.812317906444,9088.665228524704,7811.355839903022,7467.570948674477,8532.266696817185,8645.155251896971,7938.218561238844,7811.93814185654,8711.995184323143,7884.14717158012,8041.053904061605,7390.902195739298,8444.607124984237,7482.7826842093855,7969.083854422939,7934.990345938988,8043.754351214487,7812.978252016943,8829.956695258294,8176.955167957197,7505.235268187912,8060.705656885937,7718.263972917202,7335.869384139789
2020-03-05,8140.013201090207,5050.544537957955,9972.697781835423,8024.503223503089,8947.843699548352,8064.022809975709,7666.230829639234,7774.950662146896,8228.602799384118,8365.122385224746,7577.1435029482045,7423.852425646696,7610.983039012003,7775.822321936858,8069.774358483553,7270.172583659671,7497.65763284196,9148.395939064525,7933.716984114038,8901.251023680901,8825.942440538282,8685.30319324051,7790.028140660257,7973.048045387606,8612.760825253486,7456.254359168159,7982.315126784538,9442.834245548353,8003.678808199503,8287.795615687628,8949.243056788619,7600.855227892057,7301.922644922934,7682.182828684269,7827.2861530375185,7859.459388784999,8635.468677263578,6936.978537292326,7166.419456180988,7755.941894282489,7948.128249047935,7447.664520540442,9453.304830664698,7871.719494187804,8022.383451029631,8042.914299104819,7193.02118659235,7562.005089186058,8112.375547329529,7054.669525064679,8099.6525614624925,7130.35805863074,8037.0355885147055,7681.8220664697965,7382.071833533572,9033.624351623246,7290.934643396734,7222.182132951748,7479.599441804865,4768.520127264324,7469.687979046985,7131.3816292149795,8025.357969804759,7533.956976997679,8879.662366467737,7782.918326198908,8472.334300248844,7530.791596617725,8328.388019343043,7379.182531331223,6931.8621918846875,8254.374870379861,7506.291972868989,7739.611457155578,6765.807525425898,8825.32389031536,7993.350545213231,9214.7937486652,7428.05847425892,7428.816309317529,8475.487313913121,8651.203098657636,7910.446987506664,7831.922309162815,9781.580628360369,7813.462570735718,8003.572761807841,7709.957666299897,7847.706700881666,7507.229411353193,8122.955417503628,7869.517585544539,8023.6468156358405,7837.434869596385,8803.470063965146,8158.112853429182,7474.75620040019,8060.015379995433,7323.048780880592,7266.494338232595
2020-03-06,8019.041404721165,5050.112035603024,10118.880044079184,8037.41251060949,9087.76788223504,8160.301805539384,7734.515464637353,7738.088860002019,8357.284478742275,8386.521684892532,7496.589259739844,7254.0749339729955,7433.582952416332,8111.4942851447295,8036.669257853931,7345.193402563079,7607.560146512269,8950.190081160661,8216.508731810643,8859.760311165403,8900.024434025494,8708.28413929599,7783.372607779213,7564.78658588948,8374.726028790623,8023.091966151609,8107.140610729826,9181.858331636855,8043.418396678518,9107.453394719594,10047.955797805358,7143.32302927753,6858.398393785099,7515.743416980211,7949.691906668633,7496.781938148774,8558.048172131837,7008.748512240631,7098.646891985985,8000.879716688657,7941.436656999011,7604.424687737956,9445.34601854456,7875.808725913659,8089.235699329992,7941.745713422243,7157.445636504609,7426.926862936016,8129.787781084562,7110.690832033011,8066.507223069879,7460.25878527203,7958.056044662564,7635.511134005493,7358.379393352943,8937.339228855095,7182.58132267941,7233.800699247032,7195.121798389897,4800.486418406445,7573.604481568157,6782.022936952225,7949.462455800571,7574.058376877827,8958.755276278975,8745.118563482827,8326.33656355426,7618.86857329499,8341.418214632668,7348.910485371567,6907.611319919128,8386.288659369102,7493.402471502212,7652.519744308745,6250.122365206335,8871.04080680981,8075.8338283517505,8854.004492470996,7630.871024105577,7394.188942782159,8383.147882089253,8273.230736785992,7992.074789882165,7662.238695700546,9693.884761287352,7812.041312134053,8131.478463334644,7750.306526946627,8216.629367735233,7652.183228508614,8195.308188782801,8177.745125817155,8616.359752309574,7823.976743023529,9047.43397766313,8219.126441404504,7722.55813131699,8071.577336732945,7251.085549419051,7205.662963716944
2020-03-07,8000.562973904639,5034.963551857013,10005.01507811688,9765.488275162768,9117.458198142796,8135.159718171036,7696.261769120717,7852.163693964974,8567.892375025209,8020.113293715305,7666.122402803407,7349.474878625452,7783.037557641901,8461.656762952704,8027.143012315467,7685.033929630762,7731.962962639656,9093.223745650082,8802.360107913573,8817.755320287295,8767.757825002276,8688.217473234896,7913.65788311497,7920.40910694151,8513.87044477049,8046.428783516566,8008.468912196987,9433.782603032576,9030.921609819583,9062.40936440038,10039.203801013124,6807.253530019979,6852.386060017579,7506.162121072381,8020.501385571307,7428.077297870583,8448.469274981928,7208.272414814469,7018.767776588491,8106.101056293019,7567.818576203196,7709.955566944951,9451.907366963314,7672.910756577209,8198.499387687267,8036.564802892642,7097.527161952336,7503.765842908391,8008.967948526408,6995.959331212082,8079.484083417255,7498.275922775125,7969.471742445405,7454.485598157364,7418.946376436615,8936.57388162684,6999.770264955661,7062.29906368949,7206.37893986168,4896.354751858019,7491.0909565300535,6753.040785842316,7610.1287670476,7118.139210191009,8931.882296485566,8751.23634106284,8959.319354279554,7624.198465966475,8802.706402917484,7610.857217777753,6927.977234786369,8168.865148053954,7451.512346146013,7753.159724830568,6224.545660623268,9016.104721796279,8184.464972410532,8913.358270546029,7720.118487747941,7364.4897705729945,8594.407549528654,8077.085907574508,7938.1143661940505,7723.084724633778,9958.113638727253,7870.466670844847,8549.539155383287,7913.436773166146,8314.730382710777,7361.141566617107,8654.668105003318,8144.898756505565,9230.721202245753,7932.554469609175,9128.021262414035,8138.357499914079,8155.419663121899,5106.46053720605,7244.728971104871,7180.454209543404
2020-03-08,7607.9813562676345,5014.516358674912,10084.465152840095,9860.389031629067,8696.729960739694,8116.413713699091,7394.927997048046,7763.805461843533,8877.326576648438,8041.334175342691,7818.7006401872495,7425.774380726816,7706.319440236607,8486.604515987558,7926.17280730929,7638.703634002791,8159.547708440393,9072.27005587561,9001.4228714941,9446.476624815241,8661.045779602131,9762.339616619092,7906.720468607472,8703.732591093527,8728.424388477863,8172.256861083124,7982.766077692078,9354.807799514889,8894.39970121376,9188.173517144374,10186.996297475844,6786.801884742143,6811.075497849007,7298.710897363967,7983.116043181391,7085.3061218575485,8233.43883746648,7395.04617997697,6990.576504427869,8031.812279891873,7986.325984710908,7734.089697205276,9372.780832191002,7460.851024828438,8146.077393396653,7730.903646293739,6983.008057881645,7466.653398684167,8199.353171950603,6803.519406233875,8235.487316349854,7648.020584841086,8086.794604661455,8369.684599061507,7384.365015855533,8822.14826838524,7677.789044728076,7053.927785391453,7484.11438055857,4839.024111545177,7510.912067358136,6949.532153384876,7729.134092087347,4503.270607315008,8389.353075150346,8347.407536931516,9137.240355328606,7543.143971319871,10695.323408362952,7547.143013341672,7574.4014617673465,8088.590121761307,7463.499843636393,7772.993527694816,6240.236870824262,9278.443837296189,8247.888762959947,9194.84807473383,8467.912360779354,7402.639278517398,8765.081853476226,8042.5694621898165,7910.36925079802,7253.978773292465,10233.769722503896,7534.505025328008,8562.915353102724,7926.167383953857,8320.547075846489,7276.133209434168,8633.03342556828,8119.804126304093,9146.125787180876,7851.4832341105475,8980.73999204235,8086.320058643279,8101.224680316436,5041.076432939296,7342.18060436706,6812.777669936507
2020-03-09,7572.518861564768,4884.509653857722,10000.04316777437,9886.479205268402,8971.378498296219,7909.834754232279,7311.714912100936,7383.465008316203,8968.931597270646,8260.519027916464,7644.79193150352,4697.895126496484,7624.3918998398085,8767.951081628904,8052.841574310362,7968.456364843242,8149.145671445357,9205.253626566964,8454.66970354178,9715.397371288584,8630.745420697871,9905.438397026195,7859.053704854366,8088.516086878857,8656.404888302874,8334.547774494908,7999.900120383467,9314.831164848487,8923.45827097049,9371.04501936695,10417.372197882036,6685.940670476778,6757.043231896725,8867.962867144866,8023.79763735289,7279.706919375234,8302.547554914376,7515.97385619166,7073.701706711317,8056.953903874824,7953.5632191563955,7730.749153828849,9559.960380235068,7078.816712335283,8256.108859251957,7741.993497774936,8484.382657303624,7478.335365436776,8173.037702672203,7018.379090689415,8373.340505012875,4838.498557958212,8053.953800591583,8330.003105105834,7526.946498006385,8443.226334861456,7301.045701430076,6874.391217461122,7477.553520277986,4815.091060301432,7680.769116468687,7095.80751518515,7821.041509805142,4398.306427049915,8171.850115575502,8277.527309895193,10259.033822376798,7663.691525528826,10901.834741479983,7052.379225994576,7613.638353628398,8132.506903697774,7450.68382318539,8541.73770368299,6198.768798807612,9963.849591179725,8376.872042752768,9132.766836644241,8416.084220382276,7750.639213846122,8390.932334046578,8224.449785626315,7837.874268507266,7209.422919951024,9562.880267011495,7471.430002400617,8342.316022010806,7784.584216717366,8250.891710853935,7235.457677403057,8678.21305919576,7999.132664592925,9449.33669730394,7874.320892092218,8971.900368046798,8058.030357119166,8141.448600177138,5035.101005764485,7259.5610712800435,6727.082478392066
